                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.63295,                0.30248,                0.77427,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00024144,             0.00024144,             0.00024144
                    165,                0.63031,                0.30117,                0.77369,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00023525,             0.00023525,             0.00023525
                    166,                0.62234,                0.29696,                0.77629,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00022906,             0.00022906,             0.00022906
                    167,                0.62033,                0.29584,                0.77366,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00022288,             0.00022288,             0.00022288
                    168,                 0.6142,                0.29868,                0.77383,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00021669,             0.00021669,             0.00021669
                    169,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              0.0002105,              0.0002105,              0.0002105
                    170,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00020431,             0.00020431,             0.00020431
                    171,                0.62389,                 0.2995,                0.77228,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00019813,             0.00019813,             0.00019813
                    172,                0.61157,                0.29385,                0.77319,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00019194,             0.00019194,             0.00019194
                    173,                0.61344,                0.29323,                0.77492,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00018575,             0.00018575,             0.00018575
                    174,                0.61376,                0.29513,                0.77404,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00017956,             0.00017956,             0.00017956
                    175,                0.60145,                0.29215,                0.77324,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00017338,             0.00017338,             0.00017338
                    176,                0.61181,                0.29176,                0.77388,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00016719,             0.00016719,             0.00016719
                    177,                 0.6152,                0.29735,                0.77358,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,               0.000161,               0.000161,               0.000161
                    178,                0.61053,                 0.2938,                 0.7726,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00015481,             0.00015481,             0.00015481
                    179,                0.61553,                0.29428,                0.77288,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00014862,             0.00014862,             0.00014862
                    180,                0.59155,                0.28772,                 0.7732,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00014244,             0.00014244,             0.00014244
                    181,                 0.5896,                0.28724,                0.77172,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00013625,             0.00013625,             0.00013625
                    182,                0.59848,                0.29073,                0.77402,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00013006,             0.00013006,             0.00013006
                    183,                 0.6109,                0.29329,                0.77251,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00012387,             0.00012387,             0.00012387
                    184,                0.60371,                0.28939,                0.77066,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00011769,             0.00011769,             0.00011769
                    185,                0.59194,                 0.2856,                0.77342,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              0.0001115,              0.0001115,              0.0001115
                    186,                0.59145,                0.28654,                0.77197,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             0.00010531,             0.00010531,             0.00010531
                    187,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.58654,                0.28392,                0.77202,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                0.59293,                0.28606,                0.77335,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.59147,                0.28593,                 0.7724,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.57178,                0.29023,                0.76976,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.56427,                 0.2826,                0.77187,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.56399,                0.28082,                0.77358,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                0.55878,                0.27963,                0.76717,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.55452,                0.27732,                0.77158,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                0.55141,                0.27581,                0.77141,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                0.54244,                0.27506,                0.77171,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                0.55387,                0.27791,                0.77135,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                    nan,                    nan,                    nan,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.54876,                0.27402,                0.77221,                0.77077,                0.61051,                0.63446,                0.41153,                    nan,                    nan,                    nan,             1.8688e-05,             1.8688e-05,             1.8688e-05
